Date,Location ISO Code,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,City or Regency,Province,Country,Continent,Island,Time Zone,Special Status,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths
11/4/2020,ID-RI,Riau,168,4,249,-85,15099,347,12128,2624,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,27.66,2485.80,0.66,57.13,2.30%,80.32%,1.70,2.00
11/4/2020,ID-SR,Sulawesi Barat,1,0,1,0,1042,15,846,181,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,0.64,667.96,0.00,9.62,1.44%,81.19%,0.20,0.00
11/4/2020,ID-SN,Sulawesi Selatan,75,2,69,4,18432,470,16751,1211,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,7.96,1955.26,0.21,49.86,2.55%,90.88%,2.88,
11/4/2020,ID-ST,Sulawesi Tengah,17,0,7,10,906,38,698,170,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,5.75,306.54,0.00,12.86,4.19%,77.04%,1.55,0.00
11/4/2020,ID-SG,Sulawesi Tenggara,41,2,34,5,5121,85,4195,841,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,15.56,1943.11,0.76,32.25,1.66%,81.92%,5.86,
11/4/2020,ID-SA,Sulawesi Utara,8,2,23,-17,5484,208,4665,611,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,3.03,2075.79,0.76,78.73,3.79%,85.07%,0.36,2.00
11/4/2020,ID-SB,Sumatera Barat,170,5,663,-498,15179,295,11708,3176,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,30.80,2750.19,0.91,53.45,1.94%,77.13%,2.18,1.25
11/4/2020,ID-SS,Sumatera Selatan,70,5,47,18,8022,440,6579,1003,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,8.52,976.20,0.61,53.54,5.48%,82.01%,2.26,0.83
11/4/2020,ID-SU,Sumatera Utara,79,6,75,-2,13427,553,11035,1839,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,5.31,902.66,0.40,37.18,4.12%,82.19%,1.01,1.50
11/5/2020,ID-AC,Aceh,35,1,1,33,7558,289,5476,1793,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,6.67,1440.37,0.19,55.08,3.82%,72.45%,0.80,0.20
11/5/2020,ID-BA,Bali,60,3,99,-42,12039,397,11024,618,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,14.23,2855.43,0.71,94.16,3.30%,91.57%,0.82,3.00
11/5/2020,ID-BT,Banten,50,0,75,-25,9867,279,7934,1654,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,4.66,920.23,0.00,26.02,2.83%,80.41%,0.56,0.00
11/5/2020,ID-BE,Bengkulu,23,0,33,-10,1140,54,915,171,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,11.50,570.13,0.00,27.01,4.74%,80.26%,1.28,1.00
11/5/2020,ID-JK,DKI Jakarta,797,15,974,-192,109412,2357,99020,8035,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,73.48,10087.64,1.38,217.31,2.15%,90.50%,1.04,1.07
11/5/2020,ID-YO,Daerah Istimewa Yogyakarta,168,2,30,136,4140,100,3340,700,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,46.27,1140.18,0.55,27.54,2.42%,80.68%,4.20,1.00
11/5/2020,ID-GO,Gorontalo,0,0,0,0,3031,85,2869,77,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,0.00,2567.23,0.00,71.99,2.80%,94.66%,1.00,1.00
11/5/2020,IDN,Indonesia,4065,89,3860,116,425796,14348,357142,54306,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,15.33,1605.65,0.34,54.11,3.37%,83.88%,1.21,0.79
11/5/2020,ID-JA,Jambi,10,0,22,-12,1252,26,684,542,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,2.86,358.39,0.00,7.44,2.08%,54.63%,2.00,1.00
11/5/2020,ID-JB,Jawa Barat,639,9,396,234,38548,772,28211,9565,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,14.15,853.56,0.20,17.09,2.00%,73.18%,1.22,0.56
11/5/2020,ID-JT,Jawa Tengah,360,14,329,17,35981,1850,29918,4213,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,9.90,989.47,0.38,50.87,5.14%,83.15%,0.66,0.88
11/5/2020,ID-JI,Jawa Timur,270,9,274,-13,54124,4309,50363,-548,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,6.67,1337.09,0.22,106.45,7.96%,93.05%,1.17,0.60
11/5/2020,ID-KB,Kalimantan Barat,60,0,7,53,1791,22,1355,414,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,11.06,330.27,0.00,4.06,1.23%,75.66%,3.16,1.00
11/5/2020,ID-KS,Kalimantan Selatan,94,1,27,66,12028,491,11080,457,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,23.37,2989.77,0.25,122.05,4.08%,92.12%,4.27,
11/5/2020,ID-KT,Kalimantan Tengah,50,1,18,31,4468,157,3982,329,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,19.45,1738.33,0.39,61.08,3.51%,89.12%,2.50,0.50
11/5/2020,ID-KI,Kalimantan Timur,307,1,241,65,14949,502,12280,2167,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,86.43,4208.39,0.28,141.32,3.36%,82.15%,2.10,1.00
11/5/2020,ID-KU,Kalimantan Utara,16,0,20,-4,872,9,752,111,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,24.68,1344.83,0.00,13.88,1.03%,86.24%,1.07,1.00
11/5/2020,ID-BB,Kepulauan Bangka Belitung,15,0,3,12,653,7,583,63,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,10.87,473.27,0.00,5.07,1.07%,89.28%,0.44,1.00
11/5/2020,ID-KR,Kepulauan Riau,44,1,68,-25,4189,97,2869,1223,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,22.81,2171.14,0.52,50.27,2.32%,68.49%,1.29,
11/5/2020,ID-LA,Lampung,38,2,2,34,2022,88,1211,723,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,4.18,222.31,0.22,9.68,4.35%,59.89%,0.79,0.50
11/5/2020,ID-MA,Maluku,7,0,19,-12,3884,47,3293,544,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,3.79,2102.76,0.00,25.45,1.21%,84.78%,,1.00
11/5/2020,ID-MU,Maluku Utara,1,0,0,1,2235,75,1969,191,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,0.76,1708.97,0.00,57.35,3.36%,88.10%,0.50,1.00
11/5/2020,ID-NB,Nusa Tenggara Barat,54,1,78,-25,4096,225,3440,431,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,10.25,777.19,0.19,42.69,5.49%,83.98%,2.08,0.50
11/5/2020,ID-NT,Nusa Tenggara Timur,15,2,9,4,743,12,554,177,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,2.77,137.30,0.37,2.22,1.62%,74.56%,1.50,
11/5/2020,ID-PA,Papua,193,4,165,24,9275,134,4852,4289,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,44.47,2136.93,0.92,30.87,1.44%,52.31%,,
11/5/2020,ID-PB,Papua Barat,31,1,9,21,4329,69,3716,544,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,27.18,3795.03,0.88,60.49,1.59%,85.84%,1.72,0.50
11/5/2020,ID-RI,Riau,176,2,318,-144,15275,349,12446,2480,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,28.98,2514.78,0.33,57.46,2.28%,81.48%,1.05,0.50
11/5/2020,ID-SR,Sulawesi Barat,10,0,20,-10,1052,15,866,171,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,6.41,674.37,0.00,9.62,1.43%,82.32%,10.00,1.00
11/5/2020,ID-SN,Sulawesi Selatan,75,0,45,30,18507,470,16796,1241,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,7.96,1963.21,0.00,49.86,2.54%,90.75%,1.00,0.00
11/5/2020,ID-ST,Sulawesi Tengah,32,1,13,18,938,39,711,188,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,10.83,317.37,0.34,13.20,4.16%,75.80%,1.88,
11/5/2020,ID-SG,Sulawesi Tenggara,42,0,49,-7,5163,85,4244,834,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,15.94,1959.05,0.00,32.25,1.65%,82.20%,1.02,0.00
11/5/2020,ID-SA,Sulawesi Utara,44,0,19,25,5528,208,4684,636,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,16.65,2092.45,0.00,78.73,3.76%,84.73%,5.50,0.00
11/5/2020,ID-SB,Sumatera Barat,240,5,373,-138,15419,300,12081,3038,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,43.48,2793.68,0.91,54.36,1.95%,78.35%,1.41,1.00
11/5/2020,ID-SS,Sumatera Selatan,68,3,90,-25,8090,443,6669,978,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,8.27,984.48,0.37,53.91,5.48%,82.44%,0.97,0.60
11/5/2020,ID-SU,Sumatera Utara,77,4,63,10,13504,557,11098,1849,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,5.18,907.84,0.27,37.45,4.12%,82.18%,0.97,0.67
11/6/2020,ID-AC,Aceh,71,0,185,-114,7629,289,5661,1679,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,13.53,1453.90,0.00,55.08,3.79%,74.20%,2.03,0.00
11/6/2020,ID-BA,Bali,74,3,79,-8,12113,400,11103,610,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,17.55,2872.99,0.71,94.87,3.30%,91.66%,1.23,1.00
11/6/2020,ID-BT,Banten,105,7,105,-7,9972,286,8039,1647,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,9.79,930.02,0.65,26.67,2.87%,80.62%,2.10,
11/6/2020,ID-BE,Bengkulu,17,0,5,12,1157,54,920,183,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,8.50,578.63,0.00,27.01,4.67%,79.52%,0.74,1.00
11/6/2020,ID-JK,DKI Jakarta,672,18,1028,-374,110084,2375,100048,7661,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,61.96,10149.60,1.66,218.97,2.16%,90.88%,0.84,1.20
11/6/2020,ID-YO,Daerah Istimewa Yogyakarta,25,1,31,-7,4165,101,3371,693,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,6.89,1147.06,0.28,27.82,2.42%,80.94%,0.15,0.50
11/6/2020,ID-GO,Gorontalo,1,0,5,-4,3032,85,2874,73,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,0.85,2568.07,0.00,71.99,2.80%,94.79%,,1.00
11/6/2020,IDN,Indonesia,3778,94,3563,121,429574,14442,360705,54427,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,14.25,1619.90,0.35,54.46,3.36%,83.97%,0.93,1.06
11/6/2020,ID-JA,Jambi,15,0,17,-2,1267,26,701,540,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,4.29,362.69,0.00,7.44,2.05%,55.33%,1.50,1.00
11/6/2020,ID-JB,Jawa Barat,587,0,462,125,39135,772,28673,9690,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,13.00,866.56,0.00,17.09,1.97%,73.27%,0.92,0.00
11/6/2020,ID-JT,Jawa Tengah,612,12,282,318,36593,1862,30200,4531,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,16.83,1006.30,0.33,51.20,5.09%,82.53%,1.70,0.86
11/6/2020,ID-JI,Jawa Timur,261,13,308,-60,54385,4322,50671,-608,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,6.45,1343.54,0.32,106.77,7.95%,93.17%,0.97,1.44
11/6/2020,ID-KB,Kalimantan Barat,79,0,49,30,1870,22,1404,444,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,14.57,344.84,0.00,4.06,1.18%,75.08%,1.32,1.00
11/6/2020,ID-KS,Kalimantan Selatan,59,2,45,12,12087,493,11125,469,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,14.67,3004.44,0.50,122.54,4.08%,92.04%,0.63,2.00
11/6/2020,ID-KT,Kalimantan Tengah,49,3,30,16,4517,160,4012,345,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,19.06,1757.39,1.17,62.25,3.54%,88.82%,0.98,3.00
11/6/2020,ID-KI,Kalimantan Timur,190,1,125,64,15139,503,12405,2231,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,53.49,4261.88,0.28,141.60,3.32%,81.94%,0.62,1.00
11/6/2020,ID-KU,Kalimantan Utara,7,1,7,-1,879,10,759,110,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,10.80,1355.63,1.54,15.42,1.14%,86.35%,0.44,
11/6/2020,ID-BB,Kepulauan Bangka Belitung,15,0,13,2,668,7,596,65,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,10.87,484.14,0.00,5.07,1.05%,89.22%,1.00,1.00
11/6/2020,ID-KR,Kepulauan Riau,42,0,26,16,4231,97,2895,1239,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,21.77,2192.91,0.00,50.27,2.29%,68.42%,0.95,0.00
11/6/2020,ID-LA,Lampung,44,3,0,41,2066,91,1211,764,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,4.84,227.14,0.33,10.00,4.40%,58.62%,1.16,1.50
11/6/2020,ID-MA,Maluku,30,1,31,-2,3914,48,3324,542,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,16.24,2119.00,0.54,25.99,1.23%,84.93%,4.29,
11/6/2020,ID-MU,Maluku Utara,3,0,0,3,2238,75,1969,194,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,2.29,1711.27,0.00,57.35,3.35%,87.98%,3.00,1.00
11/6/2020,ID-NB,Nusa Tenggara Barat,21,2,27,-8,4117,227,3467,423,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,3.98,781.18,0.38,43.07,5.51%,84.21%,0.39,2.00
11/6/2020,ID-NT,Nusa Tenggara Timur,8,0,21,-13,751,12,575,164,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,1.48,138.78,0.00,2.22,1.60%,76.56%,0.53,0.00
11/6/2020,ID-PA,Papua,0,0,0,0,9275,134,4852,4289,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,0.00,2136.93,0.00,30.87,1.44%,52.31%,0.00,0.00
11/6/2020,ID-PB,Papua Barat,66,0,9,57,4395,69,3725,601,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,57.86,3852.89,0.00,60.49,1.57%,84.76%,2.13,0.00
11/6/2020,ID-RI,Riau,143,7,210,-74,15418,356,12656,2406,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,23.54,2538.32,1.15,58.61,2.31%,82.09%,0.81,3.50
11/6/2020,ID-SR,Sulawesi Barat,12,0,1,11,1064,15,867,182,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,7.69,682.06,0.00,9.62,1.41%,81.48%,1.20,1.00
11/6/2020,ID-SN,Sulawesi Selatan,28,0,33,-5,18535,470,16829,1236,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,2.97,1966.19,0.00,49.86,2.54%,90.80%,0.37,1.00
11/6/2020,ID-ST,Sulawesi Tengah,25,2,11,12,963,41,722,200,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,8.46,325.83,0.68,13.87,4.26%,74.97%,0.78,2.00
11/6/2020,ID-SG,Sulawesi Tenggara,79,2,25,52,5242,87,4269,886,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,29.98,1989.03,0.76,33.01,1.66%,81.44%,1.88,
11/6/2020,ID-SA,Sulawesi Utara,1,2,37,-38,5529,210,4721,598,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,0.38,2092.82,0.76,79.49,3.80%,85.39%,0.02,
11/6/2020,ID-SB,Sumatera Barat,234,6,291,-63,15653,306,12372,2975,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,42.40,2836.08,1.09,55.44,1.95%,79.04%,0.98,1.20
11/6/2020,ID-SS,Sumatera Selatan,94,1,44,49,8184,444,6713,1027,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,11.44,995.92,0.12,54.03,5.43%,82.03%,1.38,0.33
11/6/2020,ID-SU,Sumatera Utara,78,4,60,14,13582,561,11158,1863,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,5.24,913.08,0.27,37.71,4.13%,82.15%,1.01,1.00
11/7/2020,ID-AC,Aceh,27,3,80,-56,7656,292,5741,1623,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,5.15,1459.05,0.57,55.65,3.81%,74.99%,0.38,
11/7/2020,ID-BA,Bali,68,0,49,19,12181,400,11152,629,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,16.13,2889.11,0.00,94.87,3.28%,91.55%,0.92,0.00
11/7/2020,ID-BT,Banten,125,2,93,30,10097,288,8132,1677,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,11.66,941.68,0.19,26.86,2.85%,80.54%,1.19,0.29
11/7/2020,ID-BE,Bengkulu,40,2,8,30,1197,56,928,213,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,20.00,598.64,1.00,28.01,4.68%,77.53%,2.35,
11/7/2020,ID-JK,DKI Jakarta,1118,11,987,120,111202,2386,101035,7781,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,103.08,10252.68,1.01,219.99,2.15%,90.86%,1.66,0.61
11/7/2020,ID-YO,Daerah Istimewa Yogyakarta,38,2,48,-12,4203,103,3419,681,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,10.47,1157.53,0.55,28.37,2.45%,81.35%,1.52,2.00
11/7/2020,ID-GO,Gorontalo,5,0,0,5,3037,85,2874,78,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,4.23,2572.31,0.00,71.99,2.80%,94.63%,5.00,1.00
11/7/2020,IDN,Indonesia,4262,98,3712,452,433836,14540,364417,54879,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,16.07,1635.97,0.37,54.83,3.35%,84.00%,1.13,1.04
11/7/2020,ID-JA,Jambi,18,0,20,-2,1285,26,721,538,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,5.15,367.84,0.00,7.44,2.02%,56.11%,1.20,1.00
11/7/2020,ID-JB,Jawa Barat,477,0,458,19,39612,772,29131,9709,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,10.56,877.12,0.00,17.09,1.95%,73.54%,0.81,1.00
11/7/2020,ID-JT,Jawa Tengah,488,27,290,171,37081,1889,30490,4702,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,13.42,1019.72,0.74,51.95,5.09%,82.23%,0.80,2.25
11/7/2020,ID-JI,Jawa Timur,269,24,284,-39,54654,4346,50955,-647,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,6.65,1350.18,0.59,107.36,7.95%,93.23%,1.03,1.85
11/7/2020,ID-KB,Kalimantan Barat,83,0,6,77,1953,22,1410,521,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,15.31,360.15,0.00,4.06,1.13%,72.20%,1.05,1.00
11/7/2020,ID-KS,Kalimantan Selatan,43,2,15,26,12130,495,11140,495,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,10.69,3015.13,0.50,123.04,4.08%,91.84%,0.73,1.00
